,cp_1,cp_2,cp_3
0,-1.037154248990926,0.933954020786777,0.12577765555647316
1,-1.0307913917320024,0.9728998845964092,-0.41314117705104997
2,1.175570866198207,-1.3323796522944613,-1.0937836142152222
3,-0.37753646260454854,0.2158492378250973,-0.39132279437753215
4,-0.5485594878394362,-1.4137245134624463,0.32827110350161215
5,-0.6614907238583234,-0.13466956730941068,0.5455997342065126
6,-1.3684262293763068,-0.29820326632816324,0.7594935517447763
7,-0.2597497872961416,-1.6995215448361218,-0.15857264062870094
8,1.0762604113302894,-0.9204441004051359,-1.901012484965947
9,2.4223958556595204,2.5964127096607106,0.08862292867547414
10,2.068797672685592,-1.4334015723413325,-0.5386362852661476
11,-0.1296960506756334,-0.554570574866353,-1.511231053459563
12,-0.5866874344316055,-1.4367545728887656,-0.26380700227091036
13,-0.24964823517449847,1.28977385047126,0.46136753109882417
14,-1.3039513296655,-1.951374857101336,0.1029479497267234
15,-0.4072384612615171,-0.12899016371609193,-1.1467714918842247
16,-0.6378435686070599,2.386546116921796,0.2706091674828593
17,-0.8249829731117019,-0.3692683179860247,0.41452104658277245
18,-0.5132113194220554,-0.3452015074088841,0.01829676769547776
19,-1.0787995407881041,-1.234036590641786,-0.5190582895052142
20,-1.0977439782766423,1.8793039202852204,0.6260690394020786
21,1.1552735007367705,-0.89498500175204,-0.4134262524708099
22,-0.49334097332748805,1.0209398772984446,-1.1848938269632225
23,-0.824901513017573,0.08085599835802551,-2.310597365991048
24,-0.710918270912909,-1.9915213860467038,0.26450941316181265
25,0.32064281246266535,0.8917935015444087,0.8181619965986845
26,-0.09580170877681571,0.22422149629720653,-2.340726462685295
27,3.9255965899927894,0.19983962690632218,1.243173485916494
28,-0.5574314400694224,0.7995561155044097,1.3084864729011494
29,-0.37803604212151626,0.8351190421187651,0.5950879340775789
30,-0.5374970445064012,-0.8821344742317088,-0.3240122921804066
31,1.0002336664931748,0.8211570162207628,-1.3132861676773346
32,0.46941374852888307,1.2583328686366642,-0.5443227986577803
33,-1.4114185571431919,-0.4123600303581124,0.5303344438669454
34,-1.5185779154955679,0.12036615285582239,0.30988781462281606
35,-1.5113292655661998,-0.3184117361469828,0.700232271352202
36,4.512104462517361,0.308759460589102,1.353671013282253
37,1.1354399875691863,-1.4515436121591827,-0.8926737693723381
38,-1.4562960170274677,0.05312587014662977,0.5206264014993078
39,-0.6410451662900263,-1.3047981850120132,-0.3359215370480163
40,2.5746908407647346,0.3411869892318827,0.6235197164392556
41,0.29019835786924314,0.270465563389172,1.0972552462286536
42,-0.2828512435806109,-1.175529187442857,-1.8337725342709155
43,-0.5604614055692423,2.519232128693799,-0.07857392807309585
44,-0.5291343130462132,-1.0862582424223417,-1.163355576703908
45,-0.18858273761107083,-0.5951717637451464,-1.4416924464173988
46,-0.2513877843318943,-1.6353163102402515,0.034982880403984014
47,-0.5493301700013408,-0.4529836708422066,0.4127189945202823
48,-0.5404516999464707,0.5396671329198615,-0.6560998764027695
49,-0.9663334307324671,-0.8506458077704493,0.6597846973669412
50,-1.161376659814892,-1.3893287541246422,0.3194539546081631
51,-0.8563251249157643,1.6808843052736187,0.6293930909921273
52,-1.1472578051483957,0.4183225516375762,0.07421025212455623
53,4.4597383004853,-0.07440557772532748,-0.8563143141320227
54,0.8604536693452499,1.924417813211214,-0.7306240524103625
55,-0.3404358834249401,0.6730130572969629,0.7179111568562148
56,-0.9919668251533897,1.071471146601054,1.0378571556727074
57,-1.161376659814892,-1.3893287541246422,0.3194539546081631
58,-1.4514916816879757,0.5098073880975537,0.703386264816958
59,-0.6493544255445841,0.5057586834734522,0.050629546156388934
60,-0.29385201775682657,-1.2725002869931408,-0.8878690060423536
61,2.6273541605066772,-1.5606633976021587,-0.1850569666511845
62,4.341185174245897,-1.4461730304503313,1.1240967507826927
63,2.1303107433916995,-1.1177309247403335,-0.804041788207261
64,-0.5191067890041827,-1.3527941826399292,-1.3508238282582794
65,-0.6680260611655565,0.7929006633137535,-0.5400458265684125
66,-0.26764950449008407,0.40124022453015074,-2.2251917153410212
67,-0.6301020396393155,-0.043036378352565144,-0.0764603056913079
68,2.9921319815354672,1.2643265753965371,-0.16991970862190747
69,-1.253448485538198,-1.4659729421049927,0.5190185460976167
70,-0.9454218308783509,0.5431670100002232,0.5441399057279067
71,-0.12209585311861541,0.7480741766087652,-0.00637328357461703
72,-0.14440324482209077,0.46496322583291017,-2.7324365335957705
73,-0.3011538749316523,0.07682044570777939,-1.4153922015619622
74,4.095156588346092,2.1056806619560624,1.0643142800310195
75,1.2660635719128186,0.49260675777415497,-2.1727215064042875
76,-0.824901513017573,0.08085599835802551,-2.310597365991048
77,-1.032592740531538,-0.2906389318498752,0.7726567221503554
78,-1.3285570067320116,1.4995885643439424,-0.8541808549338574
79,-0.945390263667741,1.1965576232363082,0.7204715692792064
80,-1.0326579973392556,1.0591334129176002,-0.6899255635391405
81,3.7156590046379074,1.3952494676578255,1.1718092684685915
82,-0.40868973208311804,-1.3377048641287517,-1.2016504297240886
83,-0.889066744910039,0.3877550381280434,0.5274666139561014
84,-0.7490785280005557,0.39049187969982596,0.5199400346588242
85,-1.4243725479800387,-1.3180118538775485,0.6412824294097089
86,-1.416592214698611,0.3125828809176949,0.19707627939772518
87,4.430773718515674,-0.26425867131423564,0.01607791805397533
88,-1.268400638331852,-1.314697721998257,0.6867349592344439
89,-0.7545044432749857,-0.22324328846706004,-0.16067674251780434
90,-0.8571915012390984,1.9873674764786429,0.5503146230062497
91,-0.6838298710631335,0.8305187458641089,-0.4641773468081564
92,-0.9573900741296691,0.9492297301882121,1.0105876682749317
93,-1.1058857207061936,0.6248059089172151,-1.5654522228147385
94,-0.44681919683684795,0.23987788096557244,-1.0469016622226184
95,1.1618574070258472,-0.9142247037071211,-1.5911868129404612
96,-0.662118308792788,0.7215175685805707,0.6923846654369945
97,4.31496227254395,-0.9562331045155736,-0.3367316685631406
98,-0.7474270533900271,0.016171543947597008,-0.14854583238531968
99,-1.3720664946856604,0.1918140820993579,0.8639876999594786
100,-1.3353160413848146,-0.30605404752657034,0.7595655715647429
101,2.985370570759194,-0.22194408908218857,-0.7760799837486415
102,-1.1855366105622973,0.18587469623603842,-0.08171655603971255
103,1.7210327089207003,1.9042499037181706,1.0849788594312302
104,-1.1440816736987567,-0.5084362528741599,0.07203358734362533
105,-0.5270228053510214,0.9790820130121047,-0.4483907138194798
106,-0.9518253766810482,0.4169626880553971,-1.7543654280344343
107,-1.2391151833391243,-1.420453573145636,0.24897847328219383
108,6.8972383108522415,-0.008059610783837075,2.175190948233843
109,-1.523369926268185,0.12525579837909345,0.007401632142585804
110,-1.0450823489537693,-1.4630999241704892,-0.5047787220842718
111,0.6910559840204772,0.40974007686633546,-0.5676431090403226
112,1.1107778247645563,0.05849755406707493,0.26447536313013864
113,-0.491699151210287,-1.435257990764859,-0.2671329798630796
114,-0.8264253752172828,-1.1898984041892287,0.37373197341597736
115,-0.9843323669990062,-0.18630934523867196,0.674913118479737
116,-1.220110685877695,0.04077781553200115,0.05169710691487542
117,-0.754970579529827,0.18329553014749794,0.6974184273967894
118,-1.2327389396395958,-1.376648147208701,0.21160373482184489
119,3.565646786691222,-0.0060529768356749804,-1.302893767688385
120,8.773813526432365,-0.12691237310364564,-0.22156781444852236
121,1.19502193798897,1.4322681700485604,-2.5300496255647817
122,6.128606720974614,-1.516281621186902,0.5968484362906994
123,-1.3890834298511339,1.0017713088157083,0.5561311777223502
124,-0.6092903434516661,0.7711401087820461,-0.032083059003237366
125,-0.5442618829233767,-0.9392099031055994,-0.40043139147961904
126,-0.5721566798431333,-1.3168136930171677,0.3364463367219099
127,-0.31574526839421335,-1.4232899074694982,-0.41640490983977535
