,cp_1,cp_2,cp_3,cp_4
0,-1.203914468680066,0.8818865704689482,0.2915305577738039,0.3253843373058281
1,-1.1199045597618418,0.9388403442709216,-0.1278326933756486,0.5403745803656897
2,1.1976758918345958,-1.0933883899743968,-1.3694869680003763,-0.3766417676202515
3,-0.25555749629421437,0.1625553273963333,-0.17011200467076015,0.42385647002114524
4,-0.33102219044013115,-1.5253933466993146,0.23116718806498499,-0.0009010529315103297
5,-0.5213800658060057,-0.2898102088110665,0.6297034684857985,-0.007605448386103449
6,-1.4147321986231818,-0.4349284465957723,0.720833843804529,-0.09842396449666027
7,-0.2115556884039645,-1.661668652889007,-0.4052589325764061,0.06582687400217749
8,0.7440993118286073,-0.46481066237367685,-2.2784113813887275,-0.5921026247400732
9,1.9846685370999688,2.843802482383122,0.03950945353953826,-0.33492226695046856
10,2.3379517554044367,-1.2719111265636964,-0.8547037656116715,-1.2818337579067791
11,-0.18916205694200944,-0.3725746242455597,-1.482082740940604,0.51740665507137
12,-0.6286341517886996,-1.388403931407536,-0.46122230867075914,0.49678295651273235
13,-0.5509293681564598,1.3042815795000575,0.48621953708121635,0.044588278589732626
14,-1.4407136805292513,-1.9139498612065673,-0.2734935556832603,-0.27419245528304115
15,-0.6438207271690617,0.06444015116247205,-1.190208966676006,0.11739076143066164
16,-0.8704919314118389,2.326036118926046,0.6042179597147909,0.05598585069343192
17,-0.7894338301326457,-0.46383576755871025,0.3923333050148457,-0.24178741143145965
18,-0.6097065230475377,-0.32692265942255455,-0.07306776261679035,-0.08860190657022214
19,-0.9991167417319414,-1.2478122958147364,-0.5358938355626524,0.36696494695121745
20,-1.2372782793674462,1.7249153277116145,0.9550686199624941,0.3558503879957357
21,1.1798257596417168,-0.7431514815969708,-0.6660286734595,-0.46632177751301296
22,-0.804595010173322,1.2016281202064403,-1.0469204106398742,0.16853569593241152
23,-1.0698845882124681,0.35093696798648844,-2.1437927150533085,0.7858398695531087
24,-0.7216198850963964,-1.9808233245727795,-0.1079019408982813,-0.4422407880343593
25,0.23929962753477252,0.8310585382556853,0.8287632778303431,-0.1437825101252674
26,-0.20682484782533875,0.4825762920738576,-2.1135621922043777,0.7840486216151363
27,4.6784250162627465,0.012072979515382599,1.3225799333691117,-0.28183589262439696
28,-0.1635998577023347,0.42391262437439803,1.692311133481437,0.3225673572438326
29,-0.20766122326609424,0.637447655547761,0.879803648447478,0.3570351367862551
30,-0.29841001196611017,-0.9588792888134422,-0.2340631881927347,0.2558378879998813
31,0.6316383891638585,1.161830175628542,-1.4239974064766636,-0.5347988747443426
32,0.6036237500609944,1.2163212542434123,-0.12590407166846554,1.2080393439814676
33,-1.4392530318143621,-0.5320813664413789,0.5071972071687435,-0.07411121887372324
34,-1.7058581954557728,0.06706408504460126,0.2991354375070503,-0.18893998232530454
35,-1.6581530726917182,-0.410952044241747,0.5933570545194812,-0.2960073150111087
36,6.31290012260365,-0.3058852048842971,2.1405927569840504,0.2854395840553479
37,0.9803712148968479,-1.1513103882078692,-1.3443036404032291,-0.6663099186851283
38,-1.5329501167842012,-0.06458443238929167,0.5567465648858522,-0.0824891395961657
39,-0.7202515988250111,-1.2274677429019774,-0.5660547183522515,-0.23144040638616928
40,2.6147918928862732,0.44412465365720205,0.35311364684552143,-1.163637865825211
41,0.4477480959834169,0.12320051244982533,1.066375681541691,-1.044872940118957
42,-0.4374659372126257,-0.9024529455760609,-1.9624032125098685,0.2764183321222461
43,-0.8546505279152665,2.5194971075782235,0.26630791032317874,0.13696535906911234
44,-0.6875126236278258,-0.8942446358220043,-1.3326895531872074,-0.026494954641677917
45,-0.3065957345363091,-0.39553768426039415,-1.4691859793121491,0.38882595609411535
46,-0.12647350657182913,-1.6530908824085948,-0.15994752646498817,0.12047809704119469
47,-0.24105460227385878,-0.6509790633768898,0.5677903343868591,0.24400862726424397
48,-0.7924502281205089,0.6579074106068616,-0.6198983654272208,0.008508408962405243
49,-1.0014437974724915,-0.9263803249673553,0.4694139754726598,-0.5460239876714517
50,-0.936994753981346,-1.5489847741784815,0.3016685542648804,0.26318737368261036
51,-1.0672194100223313,1.5787054193065957,0.8521265310976621,0.43091437882652206
52,-1.2585870375228667,0.36156387029705095,0.18839508269604124,0.2412115079239118
53,4.276765136121731,0.4251927992933126,-1.427548848492533,-1.5212400197515406
54,0.4210506537536966,2.187914283565692,-0.7254446271937723,-0.6587501122839232
55,-0.57605021296239,0.6658730148022552,0.6066558121065958,-0.781791651490976
56,-1.0728950103246195,0.9012899320813089,1.1617427691739668,-0.3893218963059951
57,-0.9516082177246169,-1.5424923214697475,0.2906063148592208,0.246989625668299
58,-1.561012100749682,0.3706805387939816,0.7879430531855034,-0.08343125146225712
59,-0.7632150145644377,0.4881326031194974,0.11922114853564456,-0.06979242845291271
60,-0.43516231997244853,-1.096388615792444,-1.1187705469344282,0.05943316283267423
61,3.046353481529906,-1.4809927839919237,-0.4316748548381358,-0.14866002656798494
62,4.626207015820489,-1.3432606617642688,0.5575836472162248,-0.11752718786831154
63,2.3074323982683045,-0.8981093778557867,-1.1032287619560903,-1.22951354860191
64,-0.7299081111545914,-1.1078256995016822,-1.5950722009599567,-0.08051104890261301
65,-0.9168058195841974,0.8817578926823684,-0.45673366901577955,-0.05816110150117488
66,-0.6249496224775284,0.7418060388788623,-2.1529388805078535,0.3966196586311612
67,-0.771816528023421,-0.012930400563134853,-0.12735079503005953,-0.14570265915890948
68,3.264920369137053,1.2897184754123845,0.09380276333241394,1.3633890180125425
69,-1.3145358992079637,-1.520243445913833,0.2538594461316449,-0.16973274609494568
70,-1.0543303594288838,0.45784410870290637,0.5877005938645843,-0.36429961142639417
71,-0.29392385083455314,0.7794431248986862,0.04876731984393185,0.28896925565783255
72,0.06224571104672057,0.6092353218596109,-2.1756662405420375,1.2265714949905933
73,-0.5082735088842107,0.28106637919000593,-1.3730746469743396,0.3110020211589882
74,3.738417563060157,2.386104963413342,0.6254736294173021,-2.0483188997134785
75,0.9935390429224545,0.9026236128268046,-2.203022482419155,-0.11245735476813319
76,-1.0698845882124681,0.35093696798648844,-2.1437927150533085,0.7858398695531087
77,-1.169932129011683,-0.35761954076272445,0.6087754855042755,-0.6387494873300714
78,-1.7275428776692743,1.6114418082877187,-0.6416954644904197,0.17855140829881366
79,-1.2748328456320632,1.1657718776892956,0.7108033611206545,-0.5453288449528675
80,-0.9144702542355577,0.9571047108550277,-0.20306131305005232,0.8444913645922167
81,3.948448535754317,1.3741035663581778,1.1548936324465837,-0.12302816091954902
82,-0.45490514877629934,-1.1757370664233344,-1.337801013727162,0.1468318093864372
83,-1.016032878161449,0.32100182923725773,0.5256302242824128,-0.3698232748565081
84,-0.8748727659744998,0.33086896057447807,0.5143848112632537,-0.27306587242082164
85,-1.382231869816688,-1.444766876407394,0.4791267717271863,-0.1736029445248052
86,-1.6099221602764426,0.270768359397448,0.22704702811765115,-0.07119172509875785
87,4.601094314537985,-0.02775500894844182,-0.3375649707698414,-0.4077023928770211
88,-1.0880785054465194,-1.4997445526243138,0.6188864262253202,0.07279732623556065
89,-0.9365869227658298,-0.16601722985833844,-0.2644839432908074,-0.2862816389250877
90,-1.0755856786635878,1.8974532828530775,0.796226976266577,-0.19863350114367956
91,-0.779628453632526,0.8415702514314088,-0.26434804630785214,0.09018196590359533
92,-1.12876772566704,0.8284607540116624,1.0428388398419481,-0.48133140425621657
93,-1.4551848597015604,0.8311470120537784,-1.4297808785948032,0.3984052892937081
94,-0.6403398799995016,0.3876898329101956,-0.9920218389934197,0.17589315305960243
95,1.3437059289704079,-0.7137888290397045,-1.6124780632633606,-0.032065399986610246
